Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Womensweb.in,womensweb,7.61,153600,1100,17900,0.75,India,Business,Mid Tier
Ratheesh.R.Menon,ratheeshrmenon,7.07,153500,667,8500,0.44,Kochi,Technology,Mid Tier
Mushtaq Shiekh,mushtaqshiekh,6.5,153000,375,5100,0.25,Mumbai,Arts and Entertainment,Mid Tier
Streets Of Mumbai,streets.of.mumbai,7.96,152700,5100,8000,3.37,Mumbai,Photography,Mid Tier
RAW Pressery,rawpressery,6.94,152500,590,57800,0.39,Mumbai,Technology,Mid Tier
Disha Goyal,dishagoyalofficial,3.81,152500,0,2500,0.02,New Delhi,Lifestyle and Fashion,Mid Tier
Shumona Mathur,shumona_mathur,7.1,152000,599,1500,0.45,Noida,Family and Parenting,Mid Tier
Exhibit Magazine,exhibitmagazine,4.81,151800,75,9300,0.05,Mumbai,Technology,Mid Tier
AYUSHI MEHTA,ayushi.mehta2,7.6,151800,1000,11000,0.68,Delhi,Travel,Mid Tier
Bandy Kiki ????-????,bandykiki,6.2,150800,256,2000,0.18,Hubli,Business,Mid Tier
Mokka Engineer 2.0,mokkaengineers,2.0,150600,0,0,0.00,Chennai,Technology,Mid Tier
Gaurav Kapur,gauravkaps,7.88,150200,4200,20600,2.81,India,Arts and Entertainment,Mid Tier
Shivangi Arora,twistie_bites,6.79,150200,489,0,0.33,Gurgaon,Food and Drink,Mid Tier
VortechSuperchargers,vortechsuperchargers,6.05,149900,217,2700,0.15,Assam,Technology,Mid Tier
Ayush,Travel,2.0,149500,0,4000,0.13,Mumbai,Food and Drink,Mid Tier
Rocky & Mayur,rockyandmayur,7.61,149200,1200,4500,0.81,Goa,Food and Drink,Mid Tier
Wildkarnataka,wildkarnataka,7.85,148500,3900,17600,2.64,Karnataka,Arts and Entertainment,Mid Tier
Dev,devdxb,7.9,148200,4400,16900,3.00,India,Photography,Mid Tier
Sarthak Jain??,wannabefoodie69,7.65,147300,1600,12100,1.07,New Delhi,Food and Drink,Mid Tier
JKTourism (Official),jktourismofficial,7.7,147300,2200,9500,1.51,Kashmir,Lifestyle and Fashion,Mid Tier
Shuchir Suri,shuchirsuri,7.62,147100,1300,18100,0.90,New Delhi,Food and Drink,Mid Tier
Pooja??Mom Of BabyAnaisha�,babyanaisha,7.63,145700,1400,18100,0.98,Delhi,Family and Parenting,Mid Tier
Ur IndianConsumer,urindianconsumer,8.22,145300,7900,48800,5.50,India,Technology,Mid Tier
Fitness,Fitness,7.97,145300,5200,53400,3.61,Kolkata,Lifestyle and Fashion,Mid Tier
Suhail Chandhok,suhailchandhok,7.66,145100,1700,12300,1.18,Chennai,Arts and Entertainment,Mid Tier
Bharatzkitchen HINDI,bharatzkitchen,7.71,145000,2300,13200,1.58,India,Food and Drink,Mid Tier
Prithi Ashwin,prithinarayanan,8.54,144500,17400,111900,12.06,Chennai,Travel,Mid Tier
Kaushal Dayal,0ptech,5.64,144400,154,59100,0.11,India,Technology,Mid Tier
Arun Prabhudesai,8ap,8.42,144200,11100,0,7.83,Pune,Technology,Mid Tier
Sohit Kathuria,sohitkathuria,2.56,143700,0,8000,0.00,New Delhi,Lifestyle and Fashion,Mid Tier
Nishu Kumar,nishu_kumar22,8.45,143600,12600,18300,8.92,Bengaluru,Sports,Mid Tier
Neha Mathur,whiskaffair,6.04,143300,202,5900,0.15,Pune,Food and Drink,Mid Tier
Prabh Jyot Singh??,prabhjyott,4.78,143200,72,7500,0.05,India,Health and Fitness,Mid Tier
AJMIRA SHAIKH,Travel,7.64,142900,1500,0,1.04,Delhi,Lifestyle and Fashion,Mid Tier
Workaway,workawayinfo,6.96,142900,597,0,0.42,Assam,Travel,Mid Tier
Anahita Dhondy,anahitadhondy,7.36,142800,838,5700,0.60,New Delhi,Food and Drink,Mid Tier
Sangya Lakhanpal,sangya_lakhanpal,7.65,142700,1700,558,1.17,Noida,Travel,Mid Tier
C4ETech,c4etech,7.62,142400,1300,11200,0.90,India,Technology,Mid Tier
Mrs Malabar Malayalam Recipes,mrs_malabar,8.24,142400,8200,190200,5.78,India,Food and Drink,Mid Tier
Abhiiii??,abhii.muralii,7.75,142400,2700,11000,1.91,Kerala,Health and Fitness,Mid Tier
Abhinav Mukund,abhinavmukund,8.09,141600,6500,18200,4.61,Chennai,Sports,Mid Tier
Naveen Suresh Official,bangaloreepicure,7.63,141600,1400,24100,0.99,Bengaluru,Food and Drink,Mid Tier
Homegrown (HG Media),homegrownin,7.52,141500,900,4700,0.67,Mumbai,Travel,Mid Tier
Neelima Neelima,coolbyneel,6.92,141400,571,7300,0.41,Hyderabad,Food and Drink,Mid Tier
Pickyourtrail,pickyourtrail,6.54,141300,392,4100,0.29,India,Lifestyle and Fashion,Mid Tier
Hrithik Roshan FC Kolkata,hrithikroshanfanclub_kolkata,7.69,141200,2100,4500,1.50,India,Food and Drink,Mid Tier
Nita Ambani,ambaninitaa,2.0,140900,0,0,0.00,Mumbai,Business,Mid Tier
YUVRAJ WALMIKI,yuvrajhockey_9,7.49,140700,894,2800,0.66,Mumbai,Sports,Mid Tier
Manish Sarvan Muradiya,beingmanishmuradiya,7.7,140600,2100,103800,1.53,Delhi,Photography,Mid Tier
Nimit Nigam,nimitnigam,7.74,140500,2500,11100,1.91,New Delhi,Travel,Mid Tier
Savi Sharma,storytellersavi,8.14,140500,7100,77700,5.08,India,Business,Mid Tier
The Bridge,thebridge_in,7.5,139900,900,2200,0.67,India,Sports,Mid Tier
Navi Arthkranti,naviarthkranti,7.71,139500,2300,4500,1.65,Pune,Business,Mid Tier
Rishi & Shshi,eatlikeamaniac,7.58,139400,1000,32100,0.71,Delhi,Food and Drink,Mid Tier
Swati,myswatitude,7.72,139300,2300,75500,1.69,Bengaluru,Lifestyle and Fashion,Mid Tier
Bengal Warriors,bengal.warriors,7.8,139200,3200,9700,2.36,Kolkata,Sports,Mid Tier
Sanket Narsale,thebarcakidd,7.71,139200,2300,9700,1.68,Mumbai,Photography,Mid Tier
Salman Khan FanClub�,beingsalmankhan.in,7.64,139100,1600,275400,1.12,India,Business,Mid Tier
Shikha Gupta,chattpati_shikhas,7.01,138900,623,13100,0.46,New Delhi,Food and Drink,Mid Tier
Taniasachdev,taniasachdev,8.49,138800,14800,61000,10.73,New Delhi,Lifestyle and Fashion,Mid Tier
Navneet Sachdev,glamadventuress,7.82,137800,3400,6300,2.52,Delhi,Lifestyle and Fashion,Mid Tier
My Two Little Feet,shivangigoel__,7.66,137500,1600,71400,1.23,New Delhi,Family and Parenting,Mid Tier
Yash Bajaj,pune_food_blogger,7.68,136800,1900,11700,1.42,Pune,Food and Drink,Mid Tier
Everyday Climate Change,everydayclimatechange,6.02,136700,208,797,0.15,India,Technology,Mid Tier
Shamees Kitchen,shamees_kitchen,7.62,136600,1300,117300,0.96,Kerala,Food and Drink,Mid Tier
J U N E D ?? F I T N E S S ??????,Fitness,7.86,136100,3900,16600,2.90,Mumbai,Health and Fitness,Mid Tier
Chandni,mominthebay,4.76,135600,0,2500,0.05,Mumbai,Family and Parenting,Mid Tier
KaChingIt By Deepali Kothari,kachingit,7.49,135500,900,1000,0.69,Mumbai,Education,Mid Tier
Oberoi Hotels,oberoihotels,7.69,135500,2000,2100,1.52,India,Business,Mid Tier
UD Rathore | Baby Model,rajput__wedding,7.37,135200,858,14500,0.64,Jaipur,Family and Parenting,Mid Tier
??????? ????,kabaddiadda,7.8,135000,3300,4400,2.47,Bengaluru,Sports,Mid Tier
Ria Kriplani,riakriplani,7.7,134800,2100,10200,1.62,Nagpur,Food and Drink,Mid Tier
Sriman,srimankotaru,8.78,134400,29200,57100,21.77,India,Travel,Mid Tier
Satnam Singh,hellosatnam,8.01,134000,5600,41400,4.26,Barnala,Business,Mid Tier
Vansh Taneja The Food Vlogger,thefood.vlogger,7.65,134000,1600,96200,1.17,Delhi,Food and Drink,Mid Tier
SUTTERHUB� INDIA OFFICIAL,shutterhub.india,2.4,133400,0,2500,0.00,India,Arts and Entertainment,Mid Tier
MobiGyaan,mobigyaan,5.36,133200,120,2600,0.09,India,Technology,Mid Tier
VForVeggie� Delhi Food Blogger,v_for_veggie,6.71,133000,464,1000,0.35,India,Food and Drink,Mid Tier
Shahbaaz Zaman,foodzpah,7.77,133000,2900,19100,2.22,Kerala,Food and Drink,Mid Tier
Hottest Cars In India,hottestcarsin.india,7.64,133000,1500,42800,1.16,India,Automotive,Mid Tier
Jinali & Malav,Travel,7.63,132900,1300,25800,1.05,India,Travel,Mid Tier
Parth Vandana,foodiecouple_parvan,6.5,132500,382,2900,0.29,New Delhi,Food and Drink,Mid Tier
Varsha Rohit,varsha_rohit,7.44,132400,898,7900,0.68,Bengaluru,Sports,Mid Tier
Sandeep Sharma,thesandeepsharma,7.8,132100,3300,6500,2.48,Punjab,Sports,Mid Tier
Asha Shiv,foodfashionparty,6.4,131800,276,2800,0.27,Bengaluru,Food and Drink,Mid Tier
Soham Sinha | Kolkata Blogger,kolkatadelites,7.75,131700,2700,20800,2.08,Kolkata,Food and Drink,Mid Tier
Jolly Food Fellow,jollyfoodfellow,2.0,131400,0,0,0.00,India,Food and Drink,Mid Tier
Mahendra's,mahendras_official,5.31,131300,113,1900,0.09,India,Investment and Finance,Mid Tier
Rani Rampal,ranirampal4,7.9,130900,4400,3300,3.37,Haryana,Sports,Mid Tier
Harpreeth Suri,momwearsprada,7.79,130699,3100,46400,2.49,Delhi,Lifestyle and Fashion,Mid Tier
The Wanderer,siddharthajoshi,4.26,130699,0,2000,0.03,Mumbai,Travel,Mid Tier
Priya | Career Growth Tips,yourgrowthdiet,4.37,130500,40,0,0.04,Bengaluru,Education,Mid Tier
Zinie Sanghvi,bandedinacandid,7.67,130500,1800,27100,1.39,Mumbai,Lifestyle and Fashion,Mid Tier
Freishia,freishia,7.44,130300,888,38700,0.69,India,Travel,Mid Tier
Gokul Das K S (GD) || INDIA ????,gokuldas.ks,7.78,130199,3000,14200,2.34,Chennai,Photography,Mid Tier
Shreevats Goswami,shreevatsgoswami,7.62,130100,1300,7800,0.99,Kolkata,Sports,Mid Tier
Travent Mug Pvt Ltd,traventmug,7.63,130100,1300,25100,1.03,Bengaluru,Travel,Mid Tier
Phil X Fan Club,philx1111,7.66,129800,1700,14700,1.31,Assam,Travel,Mid Tier
THE GLOCAL JOURNAL,theglocaljournal,7.66,129699,1700,16800,1.34,Mumbai,Food and Drink,Mid Tier
Sangbad Pratidin,sangbadpratidin,7.14,129400,715,5100,0.55,Kolkata,Technology,Mid Tier
THI,thehungryindians,7.68,129400,2000,68200,1.55,India,Food and Drink,Mid Tier
Awadhesh Shukla,awadheshkshukla,2.0,129300,0,0,0.00,India,Business,Mid Tier
DTS Racing,diljithracing,7.98,128900,5300,21500,4.14,Kerala,Sports,Mid Tier
Vineshjohny,vineshjohny,7.62,128900,1200,34300,0.97,Bengaluru,Food and Drink,Mid Tier
Basil Thamby,basilthamby,7.87,128900,4100,27700,3.18,Kerala,Sports,Mid Tier
PeeSafe,peesafe,6.47,128800,373,10900,0.29,New Delhi,Travel,Mid Tier
Ayyaz Ahmed,ayyaz_ahmed03,7.77,128600,2900,19100,2.35,Mumbai,Business,Mid Tier
Nmami Agarwal,nmamiagarwal,7.78,128300,2900,54700,2.38,Delhi,Travel,Mid Tier
Maharashtra Instagrammers,maharashtra_ig,7.46,127900,900,23900,0.72,Mumbai,Food and Drink,Mid Tier
Manish Grover,food_gambler,6.65,127700,435,0,0.35,Rampur,Food and Drink,Mid Tier
BOLTT,fireboltt_,6.84,127300,503,2600,0.41,New Delhi,Sports,Mid Tier
Kritika Goel,kritika_goel,7.89,127200,4200,13600,3.37,Mumbai,Lifestyle and Fashion,Mid Tier
Salu Kitchen,salu_kitchen,6.98,127200,605,74600,0.48,Kerala,Food and Drink,Mid Tier
Deepanshu Sangwan,nomadic.indian,8.52,127200,16200,0,12.90,India,Travel,Mid Tier
IGyaan,igyaan,7.37,127100,847,4200,0.67,New Delhi,Technology,Mid Tier
The Ink Bucket,theinkbucket,7.66,127100,1700,21200,1.38,Bengaluru,Business,Mid Tier
Kollam Foodies,kollamfoodies,2.0,127000,0,59100,0.00,Kollam,Food and Drink,Mid Tier
Jay Nikam (Noise J�egger),noisejaegger,8.13,127000,6900,194900,5.57,Nashik,Photography,Mid Tier
Aashish Chandratreya,aashishchandratreya,7.89,126800,4300,15800,3.37,India,Photography,Mid Tier
Thomas Zacharias,cheftzac,6.39,126800,339,11900,0.28,India,Food and Drink,Mid Tier
Fodrem.co,fodrem.co,7.02,126600,640,0,0.51,Mumbai,Education,Mid Tier
Meenal Shah,meenalshahofficial,8.02,126300,5700,32200,4.58,Mumbai,Arts and Entertainment,Mid Tier
Aamir Wani,kashmirthroughmylens,7.83,126200,3600,6000,2.93,Srinagar,Travel,Mid Tier
Premier Futsal,premierfutsalindia,2.0,125600,758,4500,0.60,Talent,Travel,Mid Tier
Dolly,chillystudio,7.74,125500,2600,17800,2.12,Bengaluru,Travel,Mid Tier
Yash Kamini Sudhakar Rane,chefyash,6.98,125400,591,6600,0.49,Mumbai,Travel,Mid Tier
Sanctuary Asia,sanctuaryasia,7.36,125200,851,2600,0.68,Mumbai,Arts and Entertainment,Mid Tier
Flying Machine,flyingmachine80,6.17,125100,265,1500,0.21,Bengaluru,Technology,Mid Tier
?? SHAY,shayentikah___,6.13,125000,235,883,0.20,Delhi,Lifestyle and Fashion,Mid Tier
Unforgettable Girl??!,call_me_bbes_20,7.88,124500,4100,0,3.39,Chennai,Travel,Mid Tier
Eskimo,ig_calcutta,7.71,124400,2300,5700,1.88,Kolkata,Travel,Mid Tier
Goela School Of Finance,goela_school_of_finance,7.69,124300,2100,10500,1.68,India,Investment and Finance,Mid Tier
Payel Banerjee,delhi_ka_tadka,2.8,123800,0,16700,0.01,Delhi,Food and Drink,Mid Tier
Rahul Kumar,Fitness,7.72,123800,2400,13000,1.94,India,Health and Fitness,Mid Tier
Fugazee,fugazeeinc,6.67,123100,451,2500,0.37,India,Technology,Mid Tier
Aanandi Joshi,aanandijoshi,6.63,123000,426,2200,0.36,Mumbai,Business,Mid Tier
MomFunda | Elina,momfunda,7.69,122900,2000,27400,1.65,India,Family and Parenting,Mid Tier
Sameer Nagori,mumbaifoodtrail,7.67,122700,1900,38600,1.53,Mumbai,Food and Drink,Mid Tier
Arvind Singh Mewar,arvindsinghmewar,7.79,122500,3200,20400,2.64,Udaipur,Business,Mid Tier
Parth  Tandon,whatdillieats,6.53,122500,393,13000,0.33,New Delhi,Food and Drink,Mid Tier
Harshul Zubaan,chatori_zubaan,6.55,122400,400,186500,0.33,Delhi,Food and Drink,Mid Tier
Digit,digit.in,5.77,122200,171,764,0.14,Noida,Technology,Mid Tier
Rohit Raj,rohitonweb,8.0,122000,5500,51800,4.56,Mumbai,Business,Mid Tier
Rathika Ramasamy,rathikaramasamy,4.56,121600,0,3100,0.05,New Delhi,Arts and Entertainment,Mid Tier
Kidsstoppress.com,kidsstoppress,4.81,121300,74,3700,0.06,Mumbai,Family and Parenting,Mid Tier
Vedang Kandalgaonkar,kanda.le.lo,7.63,121200,1400,7000,1.19,Mumbai,Travel,Mid Tier
Preetika,goodfoodindia,5.21,120900,101,646,0.08,Delhi,Food and Drink,Mid Tier
"Anant Ladha, CFA CA CFP",anantladha1234,7.7,120800,2200,4700,1.80,India,Investment and Finance,Mid Tier
Parupalli Kashyap,parupallikashyap,7.77,120300,2900,9100,2.44,Hyderabad,Sports,Mid Tier
Nilu Yuleena Thapa,bighairloudmouth,3.52,120200,0,1600,0.02,Bengaluru,Lifestyle and Fashion,Mid Tier
Travis Head,travishead34,8.03,120000,5900,12100,4.94,India,Sports,Mid Tier
Xtreme Moto Adventur,dg_the_wanderer,7.92,120000,4600,15300,3.86,Delhi,Automotive,Mid Tier
Rizwan Bachav,rizwanbachav,6.4,120000,296,4200,0.29,Mumbai,Lifestyle and Fashion,Mid Tier
Colored Ideas,coloredideas14,6.06,119700,222,0,0.19,India,Travel,Mid Tier
Screw,screw_1996,6.94,119700,586,4400,0.49,Ernakulam,Technology,Mid Tier
Anandita Agrawal,crazylilmum,7.7,119600,2200,15300,1.84,Jaipur,Lifestyle and Fashion,Mid Tier
Hrish Thota,dhempe,7.87,119500,3900,19100,3.39,Bengaluru,Arts and Entertainment,Mid Tier
Social Connoisseurs Blog,socialconnoisseurs_blog,5.55,119400,123,19800,0.12,India,Lifestyle and Fashion,Mid Tier
BIKER BOY ZAHIR,bikerboyzahir,8.42,119200,11300,14100,9.56,India,Travel,Mid Tier
Shaheen Abbas,shaheenabbas,6.35,118900,316,2000,0.28,India,Food and Drink,Mid Tier
Divya *fashionnova*,divyavermamakeupartist,7.71,118900,2300,9300,1.97,Rajpura,Family and Parenting,Mid Tier
Garima Bhandari,garimabhandariofficial,7.67,118900,1600,9800,1.56,India,Lifestyle and Fashion,Mid Tier
Memeswale,memeswale,7.31,118600,819,7500,0.69,India,Technology,Mid Tier
Ashish Sulkh,sulkh,7.7,118600,2100,6800,1.81,India,Photography,Mid Tier
Onlymyhealth,onlymyhealth,5.38,118400,123,679,0.10,India,Health and Fitness,Mid Tier
TeluguTitans_Kabaddi,telugu_titans,7.88,117900,4100,23000,3.52,India,Sports,Mid Tier
Shweta Srivastava,shwetasrii,7.6,117400,900,6700,0.87,Mumbai,Lifestyle and Fashion,Mid Tier
Uttpal Krushna (UK),foodetweeter,7.93,117400,4500,18200,4.02,Mumbai,Food and Drink,Mid Tier
Suhail Khan,suhail_khan27,6.85,117200,516,5200,0.45,India,Health and Fitness,Mid Tier
"Kolkata, The City Of Joy",thisiskolkata,7.71,117100,2300,10600,2.00,Kolkata,Travel,Mid Tier
? ???? ?? ???? ?? ???? ? ?? ??,sabruush,8.11,116600,6800,0,5.84,Vadodara,Business,Mid Tier
Delhigram,delhigram,6.5,116600,384,3200,0.33,Delhi,Food and Drink,Mid Tier
Kolkata Sutra,kolkatasutra,7.63,116400,1400,5000,1.18,Kolkata,Food and Drink,Mid Tier
Street_food_,street_food_chandigarh,6.97,116300,600,15700,0.53,Chandigarh,Food and Drink,Mid Tier
Let�s Be Eloquent,letsbeeloquent,5.74,116000,166,2800,0.14,India,Education,Mid Tier
JustWravel,justwravel,6.07,115900,219,2700,0.20,Noida,Lifestyle and Fashion,Mid Tier
Natasha Diddee,thegutlessfoodie,4.68,115600,0,0,0.06,Pune,Food and Drink,Mid Tier
Geetha Sridhar,geetha_maa,4.76,115300,71,276,0.06,Mumbai,Food and Drink,Mid Tier
Mens Craze,ankitsttt,4.02,115300,33,1800,0.03,Mumbai,Lifestyle and Fashion,Mid Tier
Farha,mumfiesta,7.86,115200,3800,47700,3.41,Delhi,Family and Parenting,Mid Tier
Freddy,freddy_daruwala,7.49,115200,900,3300,0.81,Mumbai,Sports,Mid Tier
Deepali Soam,myteenytot,7.82,115100,3500,46900,3.10,Delhi,Family and Parenting,Mid Tier
Ultra Cookery,ultracookery,5.16,115100,98,1200,0.09,India,Food and Drink,Mid Tier
Cook With Nisha,cookwithnisha,7.65,114800,1600,11400,1.42,India,Food and Drink,Mid Tier
Shubhra Paul,gastronomicjournal,7.69,114600,2000,15900,1.76,Nagpur,Food and Drink,Mid Tier
Sharmis Passions,sharmispassions,6.51,114600,378,5200,0.34,India,Food and Drink,Mid Tier
Chalo Odisha,chalo_odisha,8.02,114400,5700,37700,5.01,Odisha,Lifestyle and Fashion,Mid Tier
Neha Sharma,hungrydilliwaali,2.0,114300,0,0,0.00,India,Food and Drink,Mid Tier
Travel,themermaidwoman,7.17,114200,706,0,0.64,India,Travel,Mid Tier
Devika Narain,naraindevika,7.68,113900,1900,26100,1.68,Chandigarh,Travel,Mid Tier
Berger Paints,bergerpaintsindia,5.77,113900,171,1000,0.15,India,Business,Mid Tier
Prateek,sofaridabad,7.65,113500,1600,0,1.43,Faridabad,Food and Drink,Mid Tier
Pooja Bathija,golgappa_girl,8.0,113300,5500,22300,4.89,Mumbai,Food and Drink,Mid Tier
Zeel Shah - College Counselor,firstcareercounseling,6.23,113200,283,2200,0.25,Mumbai,Education,Mid Tier
Diapers & Lipsticks - Being Mommy,diapers_and_lipsticks,7.66,113200,1700,14000,1.57,Haryana,Family and Parenting,Mid Tier
Photography,flexcia_dsouza,7.67,113000,1900,0,1.66,Ponda,Food and Drink,Mid Tier
Hotheads Extensions,hotheadshairextensions,4.8,112700,72,1500,0.07,India,Business,Mid Tier
Delhi Food Nerd,khaata_rahe_mera_dil,6.08,112700,226,0,0.20,New Delhi,Food and Drink,Mid Tier
Laksh,nagpur_buzz,7.76,112600,2900,43000,2.57,Nagpur,Food and Drink,Mid Tier
Surbhi Sharma,droolingdoll,7.68,112400,1900,29800,1.76,India,Lifestyle and Fashion,Mid Tier
VahChef-SanjayThumma,vahchef,7.61,112200,1200,11200,1.07,India,Food and Drink,Mid Tier
Pratiksha,racerchick_11,8.4,112200,10000,13600,8.99,Mumbai,Automotive,Mid Tier
EverydayMumbai,everydaymumbai,2.0,112100,0,0,0.00,India,Arts and Entertainment,Mid Tier
Sumita Kapoor,sumitakapoor14003,7.86,111800,3800,45700,3.56,New Delhi,Family and Parenting,Mid Tier
Sulata,mommyandvihaan,6.36,111800,304,7500,0.30,Bengaluru,Family and Parenting,Mid Tier
Mysuru Foodie,mysurufoodie,7.96,111700,5100,128699,4.54,Mysore,Food and Drink,Mid Tier
Koyal Rana,koyalrana,7.68,111700,2000,0,1.78,India,Travel,Mid Tier
Luckii | Blogger,luckii_mee,4.44,111500,0,0,0.05,Delhi,Travel,Mid Tier
Nidhi Mohan Kamal,nidhimohankamal,7.65,111400,1600,6000,1.47,New Delhi,Lifestyle and Fashion,Mid Tier
Nitin Hajela,hajela,6.53,111400,380,279,0.36,Bengaluru,Food and Drink,Mid Tier
Thelandoutthere,thelandofwanderlust,6.06,111400,225,6000,0.20,Mumbai,Travel,Mid Tier
Foodelhi,foodelhi,4.46,111300,53,6400,0.05,Delhi,Food and Drink,Mid Tier
Pragya Pathak,pragyapathakk,7.69,111000,2100,19100,1.90,New Delhi,Lifestyle and Fashion,Mid Tier
Vidit Gujrathi,viditchess,8.48,110800,14000,28700,12.75,Nashik,Sports,Mid Tier
Dillifoodjunkie,dillifoodjunkie,6.41,110700,351,4800,0.32,India,Food and Drink,Mid Tier
Nmami Life,nmamilife,6.27,110700,302,2400,0.27,India,Food and Drink,Mid Tier
Warangal Diaries,warangaldiaries,7.73,110600,2500,14000,2.31,India,Arts and Entertainment,Mid Tier
Manpreet Singh,manpreetsingh07,3.62,110400,0,9700,0.02,Mithapur,Sports,Mid Tier
Wassup Mumbai,wassup.mumbai,7.64,110400,1500,9100,1.40,India,Food and Drink,Mid Tier
Ayesha Billimoria,fitgirl.india,6.81,110300,502,3600,0.46,Mumbai,Sports,Mid Tier
UPCA,upcacricket,7.92,110100,4700,15200,4.25,Kanpur,Sports,Mid Tier
Vidhi Doshi,ramenhairedgirl,7.61,110000,1200,26100,1.07,Mumbai,Food and Drink,Mid Tier
Himanshu Biswas,himanshu.instaworld,6.02,109800,210,0,0.19,India,Investment and Finance,Mid Tier
Khushboo,thesmokeyeyesgirl,7.86,109700,3800,11500,3.60,Delhi,Lifestyle and Fashion,Mid Tier
Travel,Travel,7.87,109700,4000,2700,3.71,New Delhi,Travel,Mid Tier
Karishma Sakhrani,karishma_sakhrani,2.56,109600,0,13100,0.01,Mumbai,Food and Drink,Mid Tier
Ashbin George,food__destinations_,7.7,109400,2100,52500,1.95,Kerala,Food and Drink,Mid Tier
KL Rahul,rahulkl,7.77,109400,3000,692100,2.74,Bengaluru,Sports,Mid Tier
COMO Hotels,comohotels,6.17,109400,260,2500,0.24,Assam,Travel,Mid Tier
ILFA |FOOD BLOGGER,spices_of_ilfa,7.03,109400,636,46000,0.59,Kerala,Food and Drink,Mid Tier
The Frustrated Engineer,thefrustratedengineer_,7.69,109300,2100,21600,1.92,Rajasthan,Technology,Mid Tier
FossBytes,fossbytes,7.65,109300,1700,12400,1.52,New Delhi,Technology,Mid Tier
Prakriti Varshney,itisinthename,7.9,109200,4400,13500,4.05,New Delhi,Travel,Mid Tier
Sanket Joshi,sanketsjoshi,8.05,109100,6000,9100,5.57,India,Photography,Mid Tier
Ayushilekhwani,ayushilekhwani,7.0,109000,617,31900,0.57,Noida,Lifestyle and Fashion,Mid Tier
Nikita And Kamal,foodiepunters,6.64,109000,435,3800,0.40,Mumbai,Food and Drink,Mid Tier
Rituka Negi Bisht,super_mummarnb,7.9,108700,4300,31600,4.11,Noida,Family and Parenting,Mid Tier
Nisha,diamonds_and_chocolates,7.78,108500,3000,73800,2.88,Mumbai,Family and Parenting,Mid Tier
Prathap G Tech,prathapgtech,6.8,108400,494,4300,0.46,Thrissur,Technology,Mid Tier
Deepali Ogale,deepali.ogale,7.95,108400,5000,82800,4.60,Mumbai,Health and Fitness,Mid Tier
Rashmi,ajisthsmomstyle,7.6,108400,1100,12500,1.00,Delhi,Lifestyle and Fashion,Mid Tier
Rakskitchen,rakskitchen,6.99,108400,603,18200,0.58,India,Food and Drink,Mid Tier
Mumbai Food Junkie�,mumbaifoodjunkie,2.64,108200,0,12900,0.01,Mumbai,Food and Drink,Mid Tier
Bangalore  Foodie,bangalorefoodiee,7.13,108200,705,11000,0.66,Bengaluru,Food and Drink,Mid Tier
Rishab Dahiya,rishabdahiya,6.95,108100,591,4300,0.55,New Delhi,Arts and Entertainment,Mid Tier
Manika Dixit,momnbabydiaries,4.65,108000,0,31400,0.06,Delhi,Family and Parenting,Mid Tier
Rashmi,rashmi.anaokar.agarwal,7.64,107800,1500,6800,1.41,Pune,Health and Fitness,Mid Tier
Things To Do In Delhi,things2doindelhi,7.05,107700,655,8500,0.61,Delhi,Food and Drink,Mid Tier
Shivya Nath,shivya,4.51,107600,0,0,0.05,Dehradun,Travel,Mid Tier
Chinnuz(I Love My Kerala Food),food_fanatic_me,7.67,107500,1800,38900,1.74,Thrissur,Food and Drink,Mid Tier
Dhoni Raina FC,dhoniraina_team,6.85,107400,536,7600,0.50,Chennai,Sports,Mid Tier
Yuvika,yuvi.says,7.28,107300,741,16300,0.75,Mumbai,Family and Parenting,Mid Tier
Ritcha,ritcha,7.6,107300,1000,50800,0.97,Mumbai,Lifestyle and Fashion,Mid Tier
Neha Gulati,thatfitmum,7.66,107200,1600,11700,1.65,Delhi,Health and Fitness,Mid Tier
Anupreet Sidhu,anupreetsidhu,8.5,107000,15200,45500,14.28,Chandigarh,Travel,Mid Tier
Naman Jain,delhicravings,6.82,106700,508,22100,0.49,Delhi,Food and Drink,Mid Tier
Lauren Von Der Pool,queenofgreen,7.61,106700,1200,11200,1.13,Assam,Food and Drink,Mid Tier
Adith,adith_officiall,7.63,106400,1400,8700,1.28,India,Arts and Entertainment,Mid Tier
Vivek Rajput,vivekartiste,6.1,106300,223,503,0.23,Delhi,Technology,Mid Tier
Unnatee  ??,unnatipatwa,8.45,106300,12500,21800,11.85,Mumbai,Lifestyle and Fashion,Mid Tier
Lalit Choudhary,lalitchoudhary13,3.65,106300,0,2000,0.02,Mumbai,Lifestyle and Fashion,Mid Tier
Virinda Dembla??,virindademblamalik,8.31,106200,8900,78100,8.47,India,Food and Drink,Mid Tier
Amit Bhawani,amitbhawani,7.32,106200,818,12900,0.78,Hyderabad,Technology,Mid Tier
Sunny Gala,worthashott,7.93,106100,4600,5000,4.46,India,Travel,Mid Tier
Ashwini Ponnappa,p9ashwini,8.11,106000,6700,15400,6.37,Bengaluru,Sports,Mid Tier
Shani Dayal | Yoga Teacher,shaniyoga.in,7.31,105400,806,4200,0.78,Mumbai,Health and Fitness,Mid Tier
