Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
PARAMBRATA,parambratachattopadhyay,8.0,358600,5500,19800,1.54,India,Arts and Entertainment,Mid Tier
�ffi?c?i?a??_????_ro?r,official_mitta_ror,8.55,358200,17600,82200,4.95,Haryana,Arts and Entertainment,Mid Tier
MeetBros,meetbrosofficial,8.86,357800,33100,240400,9.31,Mumbai,Arts and Entertainment,Mid Tier
Alright,thealrightsquad,7.66,357100,1700,57900,0.49,India,Arts and Entertainment,Mid Tier
Monica Gill,monica_gill1,7.67,356100,1800,2500,0.51,Mumbai,Arts and Entertainment,Mid Tier
?? Photoz Doctorz ??,photoz_doctorz,3.62,355600,21,544,0.01,India,Arts and Entertainment,Mid Tier
Kanan Gill,kanangill,8.72,355000,26100,0,7.37,Bengaluru,Arts and Entertainment,Mid Tier
Alisha Singh,alishasingh.official,7.99,355000,5400,31900,1.54,Mumbai,Arts and Entertainment,Mid Tier
Tanmay Rishi Shah,tanmayrishi,7.9,354900,4400,42600,1.26,New Delhi,Arts and Entertainment,Mid Tier
Girliyapa,girliyapa,7.66,353600,1700,9100,0.49,India,Arts and Entertainment,Mid Tier
CDKSFA �,kiccha_sudeep,8.14,352600,7100,44100,2.02,Bengaluru,Arts and Entertainment,Mid Tier
Bahaar,bahaar_art,7.68,352400,1900,45800,0.54,New Delhi,Lifestyle and Fashion,Mid Tier
Sanjai Mishra,imsanjaimishra,8.38,351600,9800,23500,2.79,Mumbai,Arts and Entertainment,Mid Tier
Salil Acharya,salilacharya,7.62,351500,1200,11000,0.36,Delhi,Arts and Entertainment,Mid Tier
Santvani Trivedi ??,santvani,8.21,351500,7900,21500,2.27,Godhra,Arts and Entertainment,Mid Tier
Ashish Chowdhry,ashishchowdhryofficial,7.79,350800,3200,24900,0.92,Mumbai,Arts and Entertainment,Mid Tier
Rj Vigneshkanth,rjvigneshkanth,7.85,350100,3900,15500,1.11,Chennai,Arts and Entertainment,Mid Tier
Kashish Thakur,kashishthakur_official,8.42,350000,11000,25100,3.15,Haryana,Arts and Entertainment,Mid Tier
Rohan Gandotra,rohan_gandotra,7.71,349700,2300,5600,0.67,Delhi,Arts and Entertainment,Mid Tier
Rashmika Mandanna,sgvdigital,6.15,349200,256,11100,0.07,India,Arts and Entertainment,Mid Tier
MTV Beats,mtvbeats,6.28,349100,297,768,0.09,India,Arts and Entertainment,Mid Tier
Adhvithi Shetty,adhvithi_shetty_official,7.79,348700,3100,11200,0.91,Mangalore,Arts and Entertainment,Mid Tier
Tina Desai,desaitina,7.9,348400,4400,7300,1.28,Bengaluru,Arts and Entertainment,Mid Tier
Sshivada Nair,sshivadaoffcl,8.43,347700,11800,27400,3.42,Chennai,Arts and Entertainment,Mid Tier
HARI R BASKAR,iharibaskar,8.65,347400,22700,86500,6.54,Chennai,Arts and Entertainment,Mid Tier
I.am.priceless,anmol_rodriguez_official,8.18,346500,7400,0,2.17,Mumbai,Lifestyle and Fashion,Mid Tier
Ritviz,vizdumb,8.54,346100,17000,118500,4.95,India,Arts and Entertainment,Mid Tier
Tahir Raj Bhasin,tahirrajbhasin,8.4,345800,10000,18500,2.90,Delhi,Arts and Entertainment,Mid Tier
Mumbai Ki Rani,mymalishka,7.63,345400,1400,3800,0.41,Mumbai,Arts and Entertainment,Mid Tier
Udit Narayan Jha,Music,8.62,343900,21000,60700,6.20,Mumbai,Arts and Entertainment,Mid Tier
PARDHAAN,pardhaan,7.93,343600,4700,45200,1.38,Karnal,Arts and Entertainment,Mid Tier
Rukhsar Rehman,rukhsarrehman,8.4,342900,10200,29300,3.01,Mumbai,Arts and Entertainment,Mid Tier
Sharib #Me,mrfilmistaani,8.03,341300,5700,10600,1.72,Mumbai,Arts and Entertainment,Mid Tier
Naazuk Lochan,naazuklochan,5.23,338800,0,10500,0.03,Mumbai,Arts and Entertainment,Mid Tier
9XM,9xmindia,6.34,338800,327,835,0.10,India,Arts and Entertainment,Mid Tier
Sonu Thukral,sonuthukral,6.12,338400,238,4500,0.07,Delhi,Arts and Entertainment,Mid Tier
GUNJAN SEHRAWAT,gxnjxn.sxh,8.44,337600,12100,24600,3.63,Delhi,Arts and Entertainment,Mid Tier
Monica Dogra,monicadogra,7.77,337400,2900,5000,0.89,Mumbai,Arts and Entertainment,Mid Tier
Ajay Thakur,ajaythakurkabaddi,8.42,336700,11200,35400,3.37,Nalagarh,Arts and Entertainment,Mid Tier
Shilpa Raizada,shilpa_s_raizada,7.77,336100,3000,8600,0.89,Bhopal,Arts and Entertainment,Mid Tier
Vikram Prabhu,iamvikramprabhu,5.26,334900,0,42900,0.03,Chennai,Arts and Entertainment,Mid Tier
Neha Mahajan,nehamahajanofficial,7.8,334300,3300,14900,0.98,Pune,Arts and Entertainment,Mid Tier
John Carlo Alcantara,imjcalcantara,8.41,334100,10800,28200,3.27,Assam,Arts and Entertainment,Mid Tier
Chef Vicky Ratnani,vickythechef,6.98,333600,606,7800,0.18,Mumbai,Arts and Entertainment,Mid Tier
Roshni Wadhwani,iroshniwadhwani,8.52,331400,15900,60600,4.84,Mumbai,Arts and Entertainment,Mid Tier
STAYDENCH,lethalbizzle,7.8,330900,3200,26000,1.01,Nadiad,Arts and Entertainment,Mid Tier
Selvaraghavan,selvaraghavan,8.75,329700,27500,111000,8.37,Chennai,Arts and Entertainment,Mid Tier
Devlina Kumar,devlinakumar,7.79,328500,3200,18600,0.97,India,Arts and Entertainment,Mid Tier
Chiranjeevi Sarja,chirusarja,2.0,328400,0,0,0.00,Bengaluru,Arts and Entertainment,Mid Tier
Zora Randhawa,zorarandhawaofficial,7.61,328400,1200,5200,0.36,Amritsar,Arts and Entertainment,Mid Tier
Alexander The Comic,ilikeslander,7.65,325900,1600,45800,0.51,India,Arts and Entertainment,Mid Tier
Film Companion,filmcompanion,6.32,323700,319,8100,0.10,India,Arts and Entertainment,Mid Tier
FameBugs,famebugs,7.68,323400,1900,17100,0.60,Hubli,Arts and Entertainment,Mid Tier
Gurpreet Kaur Chadha,gurpreetkchadha,7.67,323000,1800,0,0.57,Mumbai,Arts and Entertainment,Mid Tier
Ashita Chandrappa,ashitachandrappa,7.8,322000,3300,35400,1.02,Bengaluru,Arts and Entertainment,Mid Tier
Ananya,ananyaongram,9.2,321600,75100,425700,23.40,Hyderabad,Arts and Entertainment,Mid Tier
EPhotosWorld.com,pandeyrr,7.79,321300,3100,28600,0.99,India,Arts and Entertainment,Mid Tier
Dhiraviam Rajakumaran,dhiraviam_rajakumaran,8.5,320500,15200,72800,4.80,Chennai,Arts and Entertainment,Mid Tier
Anara Gupta,anaraguptaactress,7.99,320100,5500,4900,1.72,Kashmir,Arts and Entertainment,Mid Tier
Gold Media Entertainment,goldmediaa,7.6,317900,1000,5700,0.32,India,Arts and Entertainment,Mid Tier
RambhaIndrakumar??,rambhaindran_,8.14,316900,7000,73900,2.24,Chennai,Arts and Entertainment,Mid Tier
Prashanth Ravi,prashanth_bionic,8.44,316400,12300,37900,3.92,Chennai,Arts and Entertainment,Mid Tier
Aftab Shivdasani,aftabshivdasani,8.28,315900,8600,14800,2.77,Mumbai,Arts and Entertainment,Mid Tier
Bollywood People,peopleofbollywood,6.96,314700,603,39900,0.19,New Delhi,Arts and Entertainment,Mid Tier
Ritu Shivpuri,riitushivpuri,7.95,314200,4900,13200,1.60,Mumbai,Arts and Entertainment,Mid Tier
Vinay Sharma,vinaysharma989,7.18,313100,722,55200,0.24,New Delhi,Arts and Entertainment,Mid Tier
Anushka Shetty,anushkashettymysoul,2.0,312600,0,0,0.00,Pune,Arts and Entertainment,Mid Tier
Nishita Goswami,nishitagoswami01,7.74,312500,2600,6400,0.84,India,Arts and Entertainment,Mid Tier
Shivani Patel Nihalani,shivanipatel_official,7.78,312100,3100,55300,0.99,Mumbai,Arts and Entertainment,Mid Tier
Gayathrie,gayathrieshankar,7.76,311500,2900,29200,0.92,Chennai,Arts and Entertainment,Mid Tier
Rituraj Mohanty,rituraj_official,7.83,311000,3600,4600,1.16,Bhubaneswar,Arts and Entertainment,Mid Tier
Ruhana Khanna,ruhanakhanna,7.66,310400,1700,3900,0.57,Mumbai,Arts and Entertainment,Mid Tier
Anushka Shetty,anushkashettyfanclub,7.74,309500,2600,22100,0.83,Hyderabad,Arts and Entertainment,Mid Tier
Puneesh Sharma,puneesh4353,7.63,309000,1400,39300,0.44,Mumbai,Arts and Entertainment,Mid Tier
Aayuandpihushow,aayuandpihushow,8.41,308900,10200,16400,3.41,Delhi,Arts and Entertainment,Mid Tier
Lahari Shari,lahari_shari,8.04,308200,6000,71200,1.96,Hyderabad,Arts and Entertainment,Mid Tier
Tarun Nihalani,tarun_nihalani.official,3.28,306900,0,116700,0.01,Mumbai,Arts and Entertainment,Mid Tier
Shalini,shalini_official,7.7,306800,2200,17700,0.71,Bengaluru,Arts and Entertainment,Mid Tier
Sharukh Shaikh,merealsrk786,4.29,306100,0,27100,0.02,India,Arts and Entertainment,Mid Tier
Neha.doodles,neha.doodles,8.47,305800,13700,78200,4.55,Delhi,Arts and Entertainment,Mid Tier
Shailesh Lodha,lodha_shailesh,8.46,303700,13100,0,4.32,Mumbai,Arts and Entertainment,Mid Tier
Naved Shaikh,naezythebaa,8.56,303300,17900,65099,5.98,Mumbai,Arts and Entertainment,Mid Tier
Micset,micset_micset,7.68,302700,2000,52700,0.66,India,Arts and Entertainment,Mid Tier
( OFFICIAL PANJAB_MEDIA) �,panjab_media,7.71,302400,2200,43200,0.74,India,Arts and Entertainment,Mid Tier
Lokesh Gurjar,lokeshgurjar,7.72,302300,2300,7800,0.78,New Delhi,Arts and Entertainment,Mid Tier
Garima Jain,officialgarimajain,7.74,301400,2500,5200,0.87,Mumbai,Arts and Entertainment,Mid Tier
Suza Kumar,suzakumar,8.54,300900,17000,27300,5.69,India,Arts and Entertainment,Mid Tier
Celina Jaitly,celinajaitlyofficial,7.62,300800,1300,9800,0.44,Shimla,Arts and Entertainment,Mid Tier
Aditi Singh Sharma,adtsinghsharma,3.97,300400,0,3900,0.01,Delhi,Arts and Entertainment,Mid Tier
Unmesh Dinda,piximperfect,7.69,300000,2000,93300,0.68,India,Arts and Entertainment,Mid Tier
Anjali Dinesh Anand,anjalidineshanand,7.69,299800,2000,15800,0.68,Mumbai,Arts and Entertainment,Mid Tier
Saanvi Dhiman ( Official ),saanvidhiman,8.27,299600,8500,15000,2.87,Kapurthala,Arts and Entertainment,Mid Tier
Seerat Kapoor,iamseeratkapoor,7.82,299300,3500,11900,1.19,Mumbai,Arts and Entertainment,Mid Tier
Suzanna Mukherjee,suzannamukherjee,7.27,298600,773,1400,0.27,Mumbai,Arts and Entertainment,Mid Tier
Shiv Thakare,shivthakare9,8.15,298100,7200,19700,2.44,Mumbai,Arts and Entertainment,Mid Tier
GAURAV GOYAL (GG),being_gg_official,8.17,297100,7400,21800,2.51,Chandigarh,Arts and Entertainment,Mid Tier
Eisha Chopra,eishachopra,7.96,296800,5100,14600,1.74,Delhi,Arts and Entertainment,Mid Tier
India Film Project,indiafilmproject,7.78,296300,3000,7900,1.03,Mumbai,Arts and Entertainment,Mid Tier
Troll Punjabi,troll_punjabi,7.86,295700,3900,56800,1.35,Punjab,Arts and Entertainment,Mid Tier
Skylark Pictures,skylarkpicturesEntertainment,7.65,295600,1700,5100,0.56,Alappuzha,Arts and Entertainment,Mid Tier
Funk You,funkyou_insta,7.32,294700,825,5400,0.28,India,Arts and Entertainment,Mid Tier
Aarun Nagar,aarunnagarofficial,7.61,290600,1200,16300,0.40,Mumbai,Arts and Entertainment,Mid Tier
Iqbal Khan,iamiqbalkhan,7.75,290300,2700,5700,0.94,Srinagar,Arts and Entertainment,Mid Tier
Maheck Chahal FC,maheckchahal,8.43,290100,11800,42300,4.11,Mumbai,Arts and Entertainment,Mid Tier
Baba Sehgal,babasehgal,6.7,290000,450,7300,0.16,Lucknow,Arts and Entertainment,Mid Tier
???????????? ??????????,nikhilmalik__,8.68,289400,24000,275800,8.33,India,Arts and Entertainment,Mid Tier
#culturvation,indiaculturalhub,7.91,287700,4500,23200,1.57,India,Arts and Entertainment,Mid Tier
Abhilash Kumar,abhilashkumar,6.06,286100,214,16500,0.08,Mumbai,Arts and Entertainment,Mid Tier
Dev Negi,devnegilive,6.79,285500,487,1200,0.17,Mumbai,Arts and Entertainment,Mid Tier
LV Revanth,singerrevanth,8.43,285500,11900,56400,4.19,Hyderabad,Arts and Entertainment,Mid Tier
Sana Sheikh,sanaaminsheikh,7.82,284500,3500,24300,1.26,Mumbai,Arts and Entertainment,Mid Tier
Manika?,manika_02,8.04,282900,6000,18700,2.13,Gurgaon,Arts and Entertainment,Mid Tier
Penguin India,penguinindia,6.62,281500,420,2400,0.15,New Delhi,Arts and Entertainment,Mid Tier
Zoya Afroz,zoyaafroz,7.75,281200,2600,18700,0.96,Lucknow,Arts and Entertainment,Mid Tier
Aditi Balan,officialaditibalan,8.16,281100,7400,6600,2.64,Chennai,Arts and Entertainment,Mid Tier
Siddharth Malhotra,siddharthpmalhotra,6.68,280600,437,4800,0.16,India,Arts and Entertainment,Mid Tier
Monica Bedi,memonicabedi,7.75,280200,2600,8100,0.97,Punjab,Arts and Entertainment,Mid Tier
Ramila Choudhary,escapewithmee_,8.41,279500,10600,612000,3.83,India,Arts and Entertainment,Mid Tier
Ashwiny Iyer Tiwari,ashwinyiyertiwari,6.1,277000,239,1300,0.09,India,Arts and Entertainment,Mid Tier
Abhimanyu Dassani,abhimanyud,8.46,276300,13000,55800,4.76,Mumbai,Arts and Entertainment,Mid Tier
Tanushree Dutta,iamtanushreeduttaofficial,7.66,275600,1700,11500,0.64,Mumbai,Arts and Entertainment,Mid Tier
Mishti Chakraborty,mishtichakravarty,8.29,275600,8700,20900,3.20,West Bengal,Arts and Entertainment,Mid Tier
Mayank Mishra,mayankmishrafilms,8.63,275500,21800,68900,7.95,New Delhi,Arts and Entertainment,Mid Tier
Kaneez Surka,kaneezsurka,8.23,275500,8100,50700,2.96,Mumbai,Arts and Entertainment,Mid Tier
Viranica Manchu,viranica,8.73,274100,26800,81100,9.81,Hyderabad,Arts and Entertainment,Mid Tier
East India Comedy,eastindiacomedy,2.0,274000,0,0,0.00,India,Arts and Entertainment,Mid Tier
#BeCreative #BeFizul ????,fizuliyat,3.81,273600,0,50800,0.01,Belgaum,Arts and Entertainment,Mid Tier
Sanjith Hegde,sanjithhegde,8.57,272800,18900,80500,6.96,Bengaluru,Arts and Entertainment,Mid Tier
Kapil Dev,therealkapildev,8.95,272100,37400,286200,13.79,Mumbai,Arts and Entertainment,Mid Tier
Scarlett Wilson,scarlettwilsonofficial,3.12,271900,0,2500,0.01,Mumbai,Arts and Entertainment,Mid Tier
Daizy & Ankit,the.vogue.vanity,8.2,270200,7800,26600,2.89,Mumbai,Arts and Entertainment,Mid Tier
Saloni Daini,salonidaini_,7.72,270200,2400,13800,0.91,India,Arts and Entertainment,Mid Tier
Vishak Nair,nair.vishak,8.73,269800,26600,31200,9.87,Kochi,Arts and Entertainment,Mid Tier
Kavya,kavyakhurana,7.86,268700,4000,11500,1.50,Mumbai,Arts and Entertainment,Mid Tier
Indian Memes,theindianmemes,8.67,268000,23600,31000,8.83,Mumbai,Arts and Entertainment,Mid Tier
Luv Tyagi,luvtya6i,8.03,267300,5900,28600,2.23,Mumbai,Arts and Entertainment,Mid Tier
?? ?? ?? ?? ?? ?? ?? ?,shivika.rishi,7.74,267100,2600,18800,1.00,Mumbai,Arts and Entertainment,Mid Tier
Atul Kasbekar,atulkasbekar,7.57,267000,900,27300,0.37,Mumbai,Arts and Entertainment,Mid Tier
Atul Khatri,one_by_two,7.67,266100,1800,25900,0.69,Mumbai,Arts and Entertainment,Mid Tier
Sourabh Patel,realsourabhpatel,6.42,265500,312,7700,0.13,Mumbai,Arts and Entertainment,Mid Tier
Priya Kumar,priyakumar7272,7.83,264900,3600,9700,1.37,Mumbai,Arts and Entertainment,Mid Tier
Meghana Gaonkar,meghanagaonkar,7.7,264700,2200,9800,0.82,India,Arts and Entertainment,Mid Tier
Vimala Raman,vimraman,7.87,264400,3900,9300,1.53,Chennai,Arts and Entertainment,Mid Tier
SwarnimArt,_itsahappyworld_,4.24,264000,0,41300,0.02,Chennai,Arts and Entertainment,Mid Tier
Zulfi Syed,zulfisyed,7.96,263900,5100,20400,1.92,Mumbai,Arts and Entertainment,Mid Tier
Avinash Gowariker,avigowariker,8.05,263400,6000,19800,2.31,Mumbai,Arts and Entertainment,Mid Tier
Pratishtha Sharma,impratishtha,8.26,261500,8400,40700,3.25,New Delhi,Arts and Entertainment,Mid Tier
Ambargarces,ambar_garces,2.0,261200,0,0,0.00,Assam,Arts and Entertainment,Mid Tier
Ali Asgar,kingaliasgar,7.61,260300,1100,42700,0.44,Mumbai,Arts and Entertainment,Mid Tier
Aravind - SA,satired,8.35,259600,9500,158300,3.67,Chennai,Arts and Entertainment,Mid Tier
Uday Chopra,udayc,7.67,257200,1800,0,0.72,Mumbai,Arts and Entertainment,Mid Tier
Rishabh Puri,rishxpress,8.4,257100,10100,5900,3.93,India,Arts and Entertainment,Mid Tier
Poonam Dhillon,poonam_dhillon_,8.04,255400,5800,27800,2.34,Kanpur,Arts and Entertainment,Mid Tier
Rahul Sharma,rahullsharma,7.89,255200,4200,17000,1.69,Mumbai,Arts and Entertainment,Mid Tier
Khushi Hegde,khushihegde,9.2,254000,58500,163900,23.12,India,Arts and Entertainment,Mid Tier
Avantika,avantikamishra,4.62,253900,0,31300,0.03,Delhi,Arts and Entertainment,Mid Tier
Chandan Prabhakar,chandanprabhakar,8.4,253100,10000,27200,4.00,Amritsar,Arts and Entertainment,Mid Tier
Zaeden,zaeden,8.56,251300,18000,28500,7.19,Delhi,Arts and Entertainment,Mid Tier
HELLO! India,hellomagindia,6.32,251100,318,1800,0.13,Mumbai,Arts and Entertainment,Mid Tier
Inayat Sharma,inayatsharmaofficial,7.66,250800,1700,0,0.70,Mumbai,Arts and Entertainment,Mid Tier
Maria Goretti,mariagorettiz,7.6,250100,1000,20300,0.43,Mumbai,Arts and Entertainment,Mid Tier
Hamida Khatoon,hamida_khatoon_official,8.12,249600,6900,67000,2.79,Hyderabad,Arts and Entertainment,Mid Tier
Bharat Raj,bharat_raj_official,8.08,249500,6500,19000,2.60,India,Arts and Entertainment,Mid Tier
Shalmali Kholgade,shalmiaow,7.68,247400,2000,19300,0.80,Mumbai,Arts and Entertainment,Mid Tier
Bakchod_nation�? ??,bakchod_nation,7.62,245900,1300,34500,0.52,Jaipur,Arts and Entertainment,Mid Tier
Aditya Kumar,addykumarr,8.97,245100,38600,110400,15.85,India,Arts and Entertainment,Mid Tier
Raj Singh Arora,irajsingharora,6.8,245100,494,4800,0.21,Mumbai,Arts and Entertainment,Mid Tier
Sharman Joshi,sharmanjoshi,8.2,245000,7700,24100,3.17,Mumbai,Arts and Entertainment,Mid Tier
Aayush Shah,aayushshah3100,7.8,244000,3200,0,1.36,Mumbai,Arts and Entertainment,Mid Tier
Tejaswini Prakash,tejaswi_niprakash,8.43,243700,11900,24600,4.91,Bengaluru,Arts and Entertainment,Mid Tier
Anmolchaudharyofficial,anmolchaudharyofficial,4.48,243400,0,30400,0.02,India,Arts and Entertainment,Mid Tier
Harjas Sethi,vellijanani,8.4,243300,10000,95500,4.20,Delhi,Arts and Entertainment,Mid Tier
Follow Bollywood Times,bollywood.times,6.99,242900,617,12100,0.25,India,Arts and Entertainment,Mid Tier
Anuj Sachdeva,apnanuj,7.24,242100,752,12300,0.32,Mumbai,Arts and Entertainment,Mid Tier
Megha Prasad,the_megha_prasad,7.7,240800,2200,7000,0.91,India,Arts and Entertainment,Mid Tier
Star Dance,tara.starboy,7.83,240200,3700,18200,1.54,Gurgaon,Arts and Entertainment,Mid Tier
Akshay Oberoi,akshay0beroi,7.7,239900,2100,7300,0.89,Mumbai,Arts and Entertainment,Mid Tier
Desi Crew,desicrewsatpalmalhi,7.7,238800,2100,6000,0.90,Khanna,Arts and Entertainment,Mid Tier
Sachin Sanghvi,soulfulsachin,7.82,237800,3500,11600,1.50,Mumbai,Arts and Entertainment,Mid Tier
Manisha Kelkar,manisharamkelkar,8.42,237100,11300,51300,4.76,Mumbai,Arts and Entertainment,Mid Tier
Manjot,oyemanjot,7.94,236900,4800,15900,2.05,Mumbai,Arts and Entertainment,Mid Tier
Sumukhi Suresh,sumukhisuresh,7.96,235800,5100,24700,2.18,Mumbai,Arts and Entertainment,Mid Tier
Nakkalites,nakkalites,7.6,235600,1100,19900,0.46,India,Arts and Entertainment,Mid Tier
Master Saleem,mastersaleem786official,8.04,235000,5900,19600,2.54,Mumbai,Arts and Entertainment,Mid Tier
Mohammed Ali Mirajkar,mdalimirajkar,7.94,234900,4800,108900,2.06,Mumbai,Arts and Entertainment,Mid Tier
Sanjana Anand,sanjanaa_anand,8.98,234500,39000,105400,16.74,Bengaluru,Arts and Entertainment,Mid Tier
Annup Sonii,anupsoni3,3.94,234300,0,16000,0.01,Mumbai,Arts and Entertainment,Mid Tier
Karan Jotwani,karanjotwani,8.45,233800,12800,23300,5.54,India,Arts and Entertainment,Mid Tier
Lisa Ray,lisaraniray,6.88,232400,533,7800,0.24,Mumbai,Arts and Entertainment,Mid Tier
Adriana Torrebejano,torrebe,8.4,232200,10200,22500,4.45,Vashi,Arts and Entertainment,Mid Tier
Ramandipak,dipak_studios,7.73,231300,2500,11300,1.09,New Delhi,Arts and Entertainment,Mid Tier
Hitha Chandrashekar,thehithaceee,7.78,230400,3100,21700,1.33,Bengaluru,Arts and Entertainment,Mid Tier
O J A S V I    V E R M A  ??,ojasvi__verma,2.0,228300,0,0,0.00,Bhopal,Arts and Entertainment,Mid Tier
Nabeel AFridi,iamnabeelafridi,8.61,226900,20400,30900,9.13,Warangal,Arts and Entertainment,Mid Tier
Karthik Singer,Music,8.45,226600,12600,31600,5.60,Chennai,Arts and Entertainment,Mid Tier
Rishabh Rana,rishhsome,7.72,225900,2400,20000,1.08,India,Arts and Entertainment,Mid Tier
"KAVITA | Model, Actor, Blogger",thecrimsonheat,8.11,225900,6800,50300,3.02,Pune,Arts and Entertainment,Mid Tier
Naveen Kasturia,naveenkasturia,8.19,225800,7700,51300,3.41,Mumbai,Arts and Entertainment,Mid Tier
MarathiStars.Com,marathistars,2.0,225200,0,0,0.00,India,Arts and Entertainment,Mid Tier
R I T U ??,rituu.t,7.63,224900,1300,7400,0.61,Rajasthan,Arts and Entertainment,Mid Tier
Himanshu Soni,ihimanshusoni,8.45,224500,12500,68900,5.64,Mumbai,Arts and Entertainment,Mid Tier
JUMPCUTS,jump_cuts,7.95,224400,4900,28400,2.21,India,Arts and Entertainment,Mid Tier
Mohit Malhotra,mohitmalhotra9,4.26,224200,0,17500,0.02,Delhi,Arts and Entertainment,Mid Tier
Radhika Mayadev,radhikamayadev_,8.31,223900,9000,128300,4.04,India,Arts and Entertainment,Mid Tier
Meher Vij,mehervij786,4.16,222500,0,41000,0.02,Delhi,Arts and Entertainment,Mid Tier
OSHO,oshointernational,6.11,222500,237,28700,0.11,India,Arts and Entertainment,Mid Tier
PREETI RANA,iampreetirana,7.62,221100,1200,3500,0.57,Mumbai,Arts and Entertainment,Mid Tier
Keith Sequeira,keithsequeira,7.6,220300,1000,21700,0.46,Delhi,Arts and Entertainment,Mid Tier
Sahher Bambba,sahherbambba,7.96,220200,4900,10600,2.30,Shimla,Arts and Entertainment,Mid Tier
Vaishnavi Dhanraj,vaishnavidhanraj,8.23,220200,8100,4600,3.70,Nagpur,Arts and Entertainment,Mid Tier
Fotty Seven,fottyseven,8.89,219100,34400,99400,15.89,India,Arts and Entertainment,Mid Tier
Ram Kapoor,iamramkapoor,8.14,219000,7000,41700,3.24,Delhi,Arts and Entertainment,Mid Tier
Jaya Bhattacharya,jaya.bhattacharya,7.07,218600,634,2200,0.31,Assam,Arts and Entertainment,Mid Tier
???? ??22 ??????,nandu_ramisetty,8.47,218100,13600,97400,6.24,India,Arts and Entertainment,Mid Tier
Stephen Devassy,stephendevassy,7.79,218100,3200,11100,1.46,Chennai,Arts and Entertainment,Mid Tier
Half_Engineer,half_engineerr,8.56,217900,18200,172900,8.44,India,Arts and Entertainment,Mid Tier
Vh1 India,vh1india,6.27,217400,299,1100,0.14,India,Arts and Entertainment,Mid Tier
Steffi Cyrill,steffi_cyrill,7.88,216600,4200,83700,1.96,Delhi,Arts and Entertainment,Mid Tier
Author Amish,authoramish,7.61,216100,1200,4600,0.56,India,Arts and Entertainment,Mid Tier
Satish Acharya,cartoonistsatish,7.94,215400,4800,5600,2.24,Udupi,Arts and Entertainment,Mid Tier
Tape A Tale,tapeatale,7.79,215400,3200,26900,1.50,India,Arts and Entertainment,Mid Tier
Sarthak TV,zee_sarthaktv,7.0,215300,623,2900,0.29,India,Arts and Entertainment,Mid Tier
Mishkat Varma,mishkat1711,8.17,215200,7200,31900,3.45,Mumbai,Arts and Entertainment,Mid Tier
Anupama Chopra,anupama.chopra,7.65,214500,1600,10700,0.76,Mumbai,Arts and Entertainment,Mid Tier
Ajay Atul Online,ajayatulofficial,8.09,214300,6500,20900,3.04,Mumbai,Arts and Entertainment,Mid Tier
Shivangi Sharma,shivangisd,7.95,214100,4900,18700,2.34,Mumbai,Arts and Entertainment,Mid Tier
Ashvithi Shetty,ashvithi_shetty,7.62,213400,1300,7400,0.62,Bengaluru,Arts and Entertainment,Mid Tier
Yuvraj Thakur,yuv_thehuman,7.75,213100,2800,4100,1.30,Delhi,Arts and Entertainment,Mid Tier
GeetMP3,geetmp3,7.76,212600,2800,6400,1.35,India,Arts and Entertainment,Mid Tier
Meghna Datta,meghnaadattaofficial,8.26,211900,8500,17300,4.01,India,Arts and Entertainment,Mid Tier
Chitrashi Rawat,chitrashi,3.73,211900,0,4600,0.01,Mumbai,Arts and Entertainment,Mid Tier
Shraddha Musale,shraddhamusale,7.91,211700,4500,5500,2.16,Mumbai,Arts and Entertainment,Mid Tier
Agung Berry,agung_berry,7.72,211300,2200,88100,1.14,Surat,Arts and Entertainment,Mid Tier
Hrishikesh Kannan,hrishikay,4.78,211300,70,334,0.04,Mumbai,Arts and Entertainment,Mid Tier
DJ AQEEL,djaqeelforever,7.08,210700,670,3100,0.32,Mumbai,Arts and Entertainment,Mid Tier
Aviral Gupta,aviralguptaaaa,7.61,210600,1200,16900,0.56,Mumbai,Arts and Entertainment,Mid Tier
AllAboutYouFromDeepikaPadukone,allaboutyou,4.44,210200,53,1700,0.03,India,Arts and Entertainment,Mid Tier
MCCC,mukeshchhabracc,7.66,207800,1700,12900,0.85,Mumbai,Arts and Entertainment,Mid Tier
Anjali Patil,anjalipatilofficial,7.69,207300,2100,7100,1.01,Mumbai,Arts and Entertainment,Mid Tier
Dj Suketu,djsuketu,5.84,205900,176,2200,0.09,Mumbai,Arts and Entertainment,Mid Tier
Aadarsh Balakrishna,aadarshbalakrishna,7.72,205400,2400,19900,1.19,Bengaluru,Arts and Entertainment,Mid Tier
Rajeev Masand,rajeevmasand,5.92,205300,190,13600,0.09,Mumbai,Arts and Entertainment,Mid Tier
Manav Kaul,manavkaul,8.45,205100,12400,70700,6.12,Mumbai,Arts and Entertainment,Mid Tier
The_Men_Diaries,the_men_diaries,7.62,204000,1300,0,0.65,Pune,Arts and Entertainment,Mid Tier
Tanish Alladi,tanishalladi,7.81,203900,3400,36900,1.68,Hyderabad,Arts and Entertainment,Mid Tier
Divyansha Kaushik,divyanshak,8.5,203400,15000,73700,7.45,Mumbai,Arts and Entertainment,Mid Tier
Navneet Kaur Dhillon,missdhillon,7.78,202900,3000,16200,1.51,Mumbai,Arts and Entertainment,Mid Tier
